overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,True,"12 22, 2015",A843EW2Q6HH5G,B000ME5B44,geoffrey,wii games never work the remote is s***ty and unresponsive,One Star,1450742400,,,
1.0,False,"11 9, 2009",A17TV3XEAWVAZU,B001TOMR5C,MarcP,"Honestly...

The setlist is incredibly weak, and 40 weak songs is definitely not worth my $50. The only redeeming factor is having a Jimi Hendrix song, which they cleverly included to get people to buy it. Smooth, Harmonix. The plus side is, you can transfer these songs to Rock Band 2 ... for an additional $10. What a joke.

The visuals are pitiful. Legos are awesome and all, but they don't make good Rock Stars, at least not here.

The game play is... big surprise: exactly the same. It's Rock Band 2 with a new skin. No new features, no online play, no nothing.

Please... just pass this us. Spend your $60 ($50 + $10 to transfer) on some good DLC songs, it'll be money well spent. Or you can get Beatles: Rock Band or Guitar Hero 5, those are both excellent games as well. But please, don't bother with this.",Words really can't describe just how much of a let down this is...,1257724800,4,{'Platform:': ' Xbox 360'},
1.0,True,"01 4, 2016",A123YGQ5XDNAX5,B00OZBQIL0,Brian Duckworth,"I'm sure this controller would be awesome... if it worked. Two in a row didn't, and were subsequently sent back, so I'm going to recommend spending a few dollars more on something higher quality. Even had they worked, the shell was pretty flimsy and the buttons kind of stuck down.",Pass.,1451865600,,"{'Size:': ' Single-Color', 'Color:': ' Purple'}",
1.0,False,"01 8, 2017",A140PADBB2597I,B00I19TXIM,Steph,"So I realized games for the 360 has two wrappings around it, but this game only had one wrapping. Either the game is off or someone tampered with it. I received this game as a gift through someone who purchased this off Amazon, but since it wasn't me, I cannot exchange or return it. So I thought I would leave this review so people can see some of the cons of it.",Disks don't work,1483833600,,{'Format:': ' Video Game'},
1.0,True,"02 4, 2018",A1M5DVSZHMG6OC,B00KKAQYXM,cityboy,It was $7.99 I think it broke after 3 weeks,One Star,1517702400,,{'Color:': ' Black'},
1.0,False,"04 13, 2010",A2FTHCGH06O4Y5,B001AS4TTE,Caraculiambro,"The French sociologist Emile Durkheim said (paraphrasing here) that any group together long enough will begin to worship itself.  I think this is clearly shown in the contents of this game, most of which consists of shameless self-worship by Ferrari, but little else.  Certainly not a playable or enjoyable game.

I'm a huge fan of Ferrari:  the kind of irrational, annoying fan you don't want to get into a conversation with.  (E.g., I've been to the Ferrari factory in Maranello.)

But this game caused a lot of confusion for me:  how did it pass Ferrari's quality inspection?

If you drive around Italy, you won't see a bunch of Ferrari stuff all over the place:  stickers, magnets, t-shirts.  Oh, no.  That stuff's carefully controlled by Ferrari:  they're very jealous of their brand image.  Sure, you can pick up a bunch of Ferrari kitsch, but only at authorized retail outlets, such as the Ferrari gift shop in the Venice airport.

And while the junk you can buy at such pre-approved venues (e.g., pens, mousepads, keychains, etc.) is of little interest to me, you've got to admit, it's high-quality stuff.  Ferrari doesn't want its carefully nurtured brand name tarnished by a bunch of cheap junk.

But, having said that, how could they have authorized this game to be released!?  It's pure crud!  Man.  Thank God for places that let you rent video games before you buy them (wish I had availed myself of one).

Get a whiff of the several problems with this one:

1.  Steering feels all wrong.  I happen to own a Ferrari and it handles much better than the cars in this video game.  True, mine is one of the Kyosho Ferraris, but still.  The action of the car seems to come entirely from the nose, as if you don't have any back wheels at all.

2.  Did you ever dream of being able to drive a Ferrari?  Would be nice, wouldn't it?  But you have to admit that it'd be kinda dumb if everybody else in the world had Ferraris too.  That's exactly what happens in this video game.  Everybody has Ferraris.  It's not like some of the drivers have Porsches and Lamborghinis, no.  You're just gonna be staring at Ferraris until even the most ardent fan is sick of them.

3.  A related problem:  since every other driver has a car just like yours (or better), and since they never make mistakes (e.g., taking corners too wide), there's no way for you to win races.  This game is far too difficult.

4.  You can't crash your car!  I find this more than a little absurd.  You can hit a solid wall at a jillion miles an hour and your car won't accordion, or even flip.  Rather, it'll look like it's just been waxed.  I guess Ferrari didn't want people with visual memories of scratched-up Ferraris?

5.  This game should have been called ""Pininfarina,"" since Pininfarina designs the bodies of Ferrari, whereas the Ferrari company only designs the engine and the chassis.  I say this because pretty much the only virtue of this game is staring at the back ends of those beautiful cars.  But Ferrari didn't even make those!

6.  But even that isn't so great in context, since the game designers didn't seem to put much effort or attention into much else:  graphics, variety, etc.  There are other games (e.g., X-Box's Forza Motorsport 3, or GT5) where you can drive a Ferrari that at least feels convincing in the context of a game that is worthy.  Nothing approaching that experience is to be had here.

7.  Unlikely you'll be able to drive your favorite Ferrari in this game.  Find a list somewhere and you'll see that the Ferraris included in this game are not popular favorites such as anything in the 308 or 328 series, but instead racing workhorses such as the F348 and several clones of it.  When they released this game, the gamemakers reportedly promised there'd be ""50 cars"" available to unlock or download.  Unsurprisingly, given the slip-shoddiness of this game, they haven't even come close to delivering on that promise.  Disloyalty to fans.

Note to self:  always check Metafilter before buying a video game!",the prancing stallion has the runs,1271116800,2,{'Platform:': ' PlayStation 3'},
1.0,False,"11 6, 2015",A30P8NYPIHM6LX,B00YX0Z40Y,Acid burn 73,"The 360 version of B.O. 3 does not include the single player/story mode! So if u are like me and wanted to see what happens after the second game? U have to get the Xbox One version. Way to go Microsoft, U screwed 360 owners again!",Buyer beware!!!!!,1446768000,7,{'Format:': ' Video Game'},
1.0,False,"02 23, 2012",AIR57G6ARRC5P,B005EZ5GQO,waterbowl,"I am dumbfounded why so many people give this game glowing reviews. What is wrong with this game? Plenty.

Monsters level with you. Items level with you. Shops level with you. Dungeons level with you. This means, everything in the world depends on what level you are. Where's the feeling of my character being stronger, when I can go back to the easy areas and fight the creatures that once gave me a hard time? Where's the challenge of fighting creatures that are twice my level? A good RPG lets you fight tough battles so you have to think of a tactic to win, with multiple reloads. A good RPG lets you fight weaker battles so you feel more stronger and feel a sense of achievement in your characters development. Where's the feeling of finding a good item in a dungeon? You can't, all the items you find are leveled with you as well.

Combat is a click-fest. This is not a PC RPG. It's a console game that tries to act like a PC game, with console features and console combat. Click the mouse button as fast as you can to win. There is even a glitch that I found, when holding a torch and casting a destruction spell, I can actually cast faster than normal. With a game that won so many awards, bugs are all over the place. You don't have to think or plan to win any of the fights in the game. Can you run around and click the mouse button? Congrats, you just won. I prefer some thinking involved that you find in a PC RPG.

Lackluster NPC's. They all sound the same with the same voice actors. What a bore. How can a game get so many rewards when they stick every person in the world with the same voice actor. It gets annoying when everyone you talk to sounds the exact same. There are beggars in the game, they are used for several quests. When you talk to them, they try to sound ""poor"", and are quite annoying. But that's not all the beggars do that's annoying. When you talk to them, they will try to convince you that they're ""poor"" with their voices, but when you ask them a question about something else, their voices change to match everyone else in the world! This game is ridiculous when it comes to the voice acting. Not only do all the NPC's sound the same, they actually change their voices during conversations.

Arrows tell you where to go. If you get a quest, you get an arrow on your map that shows the exact location where you have to go. In a PC RPG, you have to figure out where to go, you have to stop and think of how to solve a quest. Because this is a console game, you get arrows pointing all over the place showing you how to solve every single quest in the game. You don't even have to listen to any of the NPC's, not a single word. Ignore them and skip all their dialogue, follow the arrows and you solve your quest without knowing what's going on. In a PC RPG, you have to take notes and think how to solve a problem. Having arrows point to exactly where I have to go makes doing quests pointless, and you could even say the game plays itself without me. What fun.

Maps are pathetic. You can't even type in notes on your map. Ultima Underworld got the auto-map done right, you could type in notes and everything was perfect. How can a game that comes out 14 years later not even include the basics of what a PC RPG has to offer?

A.I. is dumb. There's no other word to describe it. Sometimes you get A.I. companions, they run in to fight without any tactic or thought to their well being.

The interface is clumbsy. You don't even get a spellbook. All the spells you learn get thrown into your inventory like items do. It's not even organized properly. If you're a magic user, you want every spell you can get a hold of. It's not fun when you have hundreds of spells in your inventory, and you have to cycle through them all everytime you want to find ones you want to use. I'm a spellcaster, I want to cast lots of spells, what's wrong with wanting a spellbook like a normal mage. If you get a lot of items, you'll have to do a lot of scrolling up and down just to find what you're looking for. How hard is it to get inventory management done right in today's age? Even budget games can do it right. There isn't even a key ring. Key rings have gone back for years in PC RPG's. It helps you keep all your keys in one place, so they don't clutter your inventory space. Well, no key ring in this game. If you get lots of keys, prepare to do lots of scrolling.

You can be good at everything. What makes a good PC RPG? Diversity, challenge. When you're good at everything, you can't overcome your weakness. You can't use your strengths. You become the best at every skill, you can join every single guild with one character. You can do *everything* there is with one character. Not only does this kill any replayability in the game, since there are no classes, no diversity in any type of character development, it also kills any fun in creating a unique character.

Leveling up is too easy and simplified. Instead of gaining levels through defeating creatures and solving quests, you gain levels by doing the same thing over and over again. You can become a high level without ever leaving town, cast the same spells over and over again, and before you know it, you're level 30. Leveling goes up fast regardless of your character level, so it only takes slightly longer to reach the max of each skill the higher you go, but it's still fast. Go from 30 conjuration to 100 conjuration in less than a few minutes. Summon a skeleton in a tight corner and cast the undead spell on him over and over again. I much prefer using a PC RPG's way of leveling, this console way is too easy and boring. I even heard about people using a rubber band on the mouse so they can do something similiar while they are at work or school, just to level a skill up high while they are away. How lame that is, have games really sunken this low? PC RPG's do it so much better.

There are 2 good things about this game, it lets you create your own spells and enchantments, and it's an open world. Creating your own spells is fun and done well, but you can't make any complicated spells. PC RPG's have been open world going back 30 years, so this game does nothing new in this regard, it's just nice to see. You can explore lots of places, anywhere you want to right from the start. But know what? Every dungeon looks the same. All the forts, caves, ruins, all have the same look. All ruins look alike, all forts look alike. You go inside one cave, you've been in all the caves. They even have several copy and paste rooms, with several rooms being the exact same in different areas. There are unique rooms here and there, yes, but what's the point when they still look the same and have copied areas? It's the same as it was in Daggerfall, only here it's not ""random"".

This game doesn't deserve all the awards it got. It is a console game, not resembling a PC RPG at all. It's bland, boring, and requires no thinking on part of the player.

1* Star overall because lets face it, it's not a very good game.
5***** Stars for fun because it has Patrick Stewart reading a few lines in the game. A few lines from Patrick Stewart is the highlight in the game for me.",Doesn't deserve the awards,1329955200,15,{'Format:': ' Video Game'},
1.0,False,"10 17, 2004",A17LSEN4UY4XZQ,B00004U62A,M. Daneker,"I love the films, I think the game set up is great, familular and fun. I think the graphics are okay by PS standards, but...

The Control is AWFUL!!!

The came is set up like a keyboard game for PC, up, back and... spin??? Yes, left and right spin the Ash!!! You have to spin him, then press up for forward, spin, press up, spin, press up.

Walking left...? SPIN, PRESS UP!!!

Walking right...? SPIN, PRESS UP!!!

Want to fight???

Too bad, your behind a tree, a wall, a rock and can't see your self to... are you ready??? Spin, then press up...

Did they play it before they released it? I can't believe they did.

Love the movies, hate the game.

Buy Fistful of Boomstick! Still too hard a game, but it plays correctly and that matters alot.

Now, if they would just make a real game they might learn there's a real market out there.",Worse Control Function EVER!!!,1097971200,,,
1.0,True,"09 23, 2015",A3CRFUJPUBG503,B0015AARJI,Bob from Ohio,"I have gone through 3 of these official Dualshock 3 controllers and they always wear out and break.  The analog sticks get stuck, the plastic wears down creating lots of plastic dust that gets inside and messes up the controllers, the buttons go haywire and randomly press.  I have tried to fix all 3 controllers because I'm tired of spending so much money on them and haven't had any success.  I have been a professional electronics technician for nearly 20 years and can tell you that Sony designs them with flaws intentionally in order to sell you replacements down the road at a nice profit.  This is the exact reason I won't purchase a PS4, their controllers started having issues right out of the box.",Officially Poor Quality of an Official Controller.,1442966400,2,,
1.0,True,"08 6, 2017",A1GBJ0SQRGVDB1,B01A0PVN5A,iamthewalrus,"Avoid! I am a HUGE Splatoon fan. The quality of this headset is just horrible. There is no quality. Sound is bad, is cheap, not comfortable. Avoid avoid avoid!",The quality of this headset is just horrible. There is no quality,1501977600,3,,
1.0,True,"08 20, 2015",A36DLIN4ZPOO8J,B001DKDANA,emeraldv101,"It came defected, did not work",defective item,1440028800,,,
1.0,False,"11 8, 2015",A22GGAOL7GS00H,B00J48MUS4,yousef,Very bad game,Bad,1446940800,,{'Format:': ' Video Game'},
1.0,True,"03 21, 2013",A155J5J1FE2V52,B000WMEEB2,RC,Waste of time.  Lousy graphics and does not save on xbox. Even Gearbox could not help with save problem. Did not save even after updating game on xbox live.,Garbage.,1363824000,,{'Format:': ' Video Game'},
1.0,True,"06 10, 2014",A3LJ3SO4KTKRB0,B0013OM528,alex,"leave this page now and man up, buy something from a REAL company that comes in a hard plastic shell that costs twice as much as this at least. this does not fit properly and is NOT GOLD PLATED AS DESCRIBED. DO NOT WASTE YOUR MONEY ON THIS TRASH",leave this page now,1402358400,,,
1.0,False,"06 5, 2013",A1KGQ2E9VNWVJO,B00027CXEM,Tstops,"Knights of the old republic 1 was one of the greatest games and stories every in videogames.  That's just my opinion but any rpg fan,  Star Wars geek or just any gamer that enjoys a deep story will agree. I think I've beaten the first game six or seven times. I was really excited for knights of the old republic 2 Sith Lords. I remember  the day I got it. I installed that bad boy and with wide eyes and a smile I created my future Jedi guardian. My wide eyes and smile turned into shooting daggers and grinding teeth and me saying ""wait....what"", ""huh, who this guy talking about"", ""wait, why am I here?"", ""what was the point of that"", ""this can't be the only dialog choices they give me"", ""that cut scene makes no sense"", ""what kind of garbage ending was that?"" , I've beaten kotor 2 three times now, and it's obvious this game is completely and painfully unfinished.
  So lets talk about this poop shoot game first. It's 100% playable and combat is an exact clone of the original. So if your a fan of combat from the first game you'll be happy but like a double edge sword this is a freakin sequel, it should be enhanced but they didn't change anything at all and I mean anything,including skills.
  The main problem with this game is the most important thing with a game like this, the story.
Now first let me explain something. Bioware is the company that made the first knights of the republic. Bioware is also responsible for making other great games like baulders gate 1&2, neverwinter nights 1, jade empire, and most notably the mass effect saga. Now, after bioware made kotor 1 they immediately began work on jade empire for Xbox. Lucustarts wanted them to make the sequel to kotor, unfortunately their developers were tied up with jade empire. So lucustarts turned to obsidian, a well known company that made such hits as icewind dale, neverwinter nights 2 and fallout new Vegas. Sounds confusing doesn't it. Obsidian is well known for picking up sequels that bioware and Bethesda don't have time for. But they're still a great company. Unfortunately when they took on a sequel for knights of the old republic it's obvious that they struggled with it and lucustarts really rushed them on the project. I think....no...I know that obsidian couldn't have done better than bioware. The story was to much for them to take on. Unless they could've gotten into the minds of bioware and gotten more time to work on the project I think fans like me would've been much more satisfied.
  Just like in kotor 1 you wake up on a a ship with no memory and you have to relearn your powers....gee...off the bat this game sucks. Are you serious ?! The further you get in this game feels like a cheap rip off of the first. Except your an exiled Jedi they call ""the exile"".....wow the cheese is strong in this one. You have to go around the galaxy looking for the rest of the Jedi which are almost driven to extinction by the Sith. Hmmm that's funny,  in the first game I destroyed the Sith armada. It doesn't matter. Kotor 2 didn't follow the plot to first (which it should've) but it does desperately try to name drop from it. Kotor fails to follow its own plot. Each story quest is a struggle to get momentum going and the events that happen within move the arc of the plot further away. The boring characters who join you all have lack luster and generic personas. You won't want to befriend any of them or romance them. Each character in the first game all had a story to tell and a quest to boot. In kotor 2 the characters leave you scratching your head and going ""mmmmkkkk, I guess since I have no more dialog options ill go see what the droids are up too"". It's really frustrating when this happens. Once I noticed I was headed towards the endgame, I knew it was almost over. I had more questions than answers and strange cut scenes started playing. A boss fight later and credits rolled. My jaw dropped and curses flared out. I immediately started another game....same thing....third game...same. This games plot is just a wreck.
  Some people agree with me and some people say I'm to hard on it.  We should be hard on sequels to great games. It's one thing if the sequel isn't ""as good as the first"" but it's an insult to just give up and send an unfinished product to the consumer. Obsidian pulled a fast one on us. Many well known magazines praised this game as ""good"". How this happens? I don't know but I do know that knights of the old republic 2 Sith Lords is an unfinished game. And unfinished games do not deserve praise no matter what the title of the game is. If you never played knights of the old republic 1, you can get it on steam for cheap and even on iPad. If you want to play the sequel, find a box, write "" this has lightsabers"" on it, dump in used kitty litter with a glow stick and that's about as good as knights of the old republic 2 Sith Lords is.",Well....it has lightsabers.,1370390400,,,
1.0,False,"11 9, 2007",A3RB0IJG7UOQCC,B000QB058U,K. Butler,"That's right, you read and click your way through all the Hellgate dialog just like the bad ol' days. This issue seems to be oddly overlooked in many official reviews so I thought I'd lead with it--having not been adequately warned myself.  Frankly I think it should be written across the game box in 90 point text.  The text should be red and flashing.  They could use the money they saved on voice acting to install LEDs and a little watch battery so the flashing could warn more people.

It's 2007 and scrolling through endless text boxes should be a deal breaker for a $50 game, but here's the rest of the bad news in case you still care:

Hellgate plays like a raw Diablo stats engine stripped of everything that made the Diablo games engaging.  The developers seemed to cut every corner they could: generic story, boiler plate environments, NPCs that just stand around like lifeless mannequins, animations that look like they came from 1994, side quests that don't play into any larger story and are rewarded with the same crap you just purged from your inventory.

Just buy something else or they'll make more.",Text Box Game With Almost No Voice Actng,1194566400,16,{'Edition:': ' Standard'},
1.0,True,"03 6, 2013",A1X6525U7Q2G1Y,B0041RR0TW,Amazon Customer,I tried playing mass effect with this controller and it caused the main character to keep turning left. I would not recommend it.,Didn't work right,1362528000,,,
1.0,True,"07 9, 2015",A1Y8JOESGA6C5D,B0017QFMJU,Morgue,"Lasted about 3 months to the day, and then died. You get what you pay for I guess.",Lasted only a few months before it died.,1436400000,,,
1.0,True,"07 5, 2001",A2ERUY53BUTE2S,B00004Z3BW,J,"I bought this thing and tried it.  It doesn't work very well, and the response is slow.  Trust me don't buy it.  Wait for the Sony Remote.  I think it comes out this fall.",Saitek dvd remote... don't buy,994291200,,,
1.0,False,"12 8, 2013",A3TBWIAYQHP6EF,B00EP13M28,D. Springer,"Only in Battlefield:  Constant crashes when joining games
Only in Battlefield:  Knifed BEFORE you even spawn (i.e. you spawn dead)
Only in Battlefield:  Play for 10 min and get crash with ""Cannot connect to server""
Only in Battlefield:  ALL DLC delayed until DICE/EA get the game fixed (check the BattleLog forums)
Only in Battlefield:  Empty a pechang clip into an enemy, they turn around and get a 1-shot kill!
Only in Battlefield:  You can get a FULL refund (if you haven't actually played it to see how bad it really is)","Constant crashes, mostly unplayable on ALL platforms",1386460800,3,"{'Edition:': ' Premium Service', 'Platform:': ' PC Download'}",
1.0,True,"04 29, 2014",A21GTH20R33D6B,B00HVPFGD8,Expert Gamer,"didnt like it... controller is so clunky
the orange is very distracting
and the buttons popped out after i dropped it in lobster soup.

dont let it have any titan falls!",bad product.... overpriced,1398729600,,,
1.0,True,"12 11, 2015",A1UYF4VYAPKKWT,B0080RAT42,Kevin S. Coleman,"Significant input lag with this product, they ARE capable of designing this out, don't buy the propaganda.",One Star,1449792000,,,
1.0,True,"02 9, 2015",ALXLI6W0HQPEM,B00HHUSOLI,Andrew soto,not good quality,One Star,1423440000,,{'Color:': ' Solid-Series'},
1.0,False,"02 16, 2013",A2MWM3FB0F7L57,B0094MYU4M,Ermor,"Let me tell you my experience with this headset before I returned it. One of the ear cups on my XP500 Turtle Beaches broke off and it was done for. That model was great, and I never ran into any problems with it. While going to buy another pair, I noticed that there was anew model (XP SEVEN) and decided to buy it. This product DOES NOT WORK straight out of the box and is not an easy set up. Turtle Beach DOES NOT mention in the instructions that all the speakers in the headset are turned down. What you have to do, is manually turn up all 4 speakers on the mix-amp provided. After that, you turn up the master volume.

Now, this doesn't sound that big of a problem right? Well, on my pair IT WAS STILL TOO QUIET. The audio also cuts/drops out when there is faint sounds (This was the only thing I fixed on the headset. Reviewer one had great info on this, but it didn't help fix the product). Extremely frustrated, I did more research. I eventually got to the point of having to download WinRar, going to Turtle Beach's website, downloading the Advanced Sound Editor, opening it with WinRar (Because it's the only way to open it), Installing it, and tried to increase the volume. The Sound Editor improved the sound a little bit, but the sound quality sounded muffled.

I don't know about you, but when i pay almost $300 for a product, I expect it to work once you follow the instructions for setting it up. Not having to do research and downloading programs trying to make it work properly.

Buy they XP500s. They are simple to use, NO MIX AMP, and the sound quality is amazing. Everything you need is directly on the headset of the 500's.",Do not waste your money.,1360972800,3,,
1.0,False,"08 4, 2014",A25EJHKFMGDV27,B00JXCIT7M,marc dorvilias,dont get ripped off.. u can get this for 300 on nintendos site,One Star,1407110400,,,
1.0,False,"08 1, 2011",ANNLCGS4PI9WX,B00006F7S8,John L. Guest,"This game was released about 2003 and developed over the 5 years prior to that. It also is completely unsupported by its ""owners"" EA (which bought it from Maxis)and has been for pushing a decade (it is a ""cash cow"" only). It is out of it's element on todays machines. The game is single-threaded and has its own scheduler. It is not well-adapted to a multitasking environment. It also can be rather snarky in getting along with some graphics cards. This means it has some real quirks and issues such as occasional failures to save, or lost cities, or ""crash to desktop"" (CTD's). On the other hand these can be countered by frequent saves and backups along with certain ""habits"" in the play methodology. If one does this, this game has some real appeal to many people.

The game was released as a core game, Simcity 4 (SC4) and an expansion, Rush Hour (RH) which in combination was dubbed ""Simcity 4 Deluxe"" SC4D. The Rushhour expansion used to be available seperately, but is quite scarce and/ or very expensive now&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/SimCity-4-Rush-Hour-Expansion-Pack/dp/B00009V3NQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">SimCity 4: Rush Hour Expansion Pack</a>.

This particular release is only SC4 and frankly is essentially unusable by itself as much of the elements of the game, and much of the expanded customizable hooks, especially the ""networks"" part.. that part which handles the commuting and travel mechanics, allowing a wide array of ""transportation"" simulations. To be really useful you MUST (IMO) have the FULL set available in several forms (see below). My low rating is for THIS VERSION ONLY. I really quite like the game itself in its full, properly-registered form.

There also is a very active community, especially in the USA, Germany and Japan and lessor followings in many other countries. This group is very community oriented and supportive. Maxis was clever to embed into the game ""stubs"" which support a wide array of end user customization content, and this community generates active interest which carries the game well beyond its years. This group congregates on a half dozen or so ""support sites"" (all free) which are accessable by all. I'd estimate there are probably about a half million fairly active players worldwide.

The game is not played versus other players (other than in comparing accomplishments or progress or sharing custom content). It is a ""strategy"" game based on figuring out the operation and biases of the game and designing your city designs to best overcome and conform to these needs. There isn't ""an answer"" but rather a broad array of approaches that work to varying degrees based on what you are trying to achieve (dense ghettos, idylic contryside, sleepy towns, etc) A single ""regional development"" can easily take weeks to months of off and on attention to work through these issues. If these kinds of things appeal to you, this may be the game for you, just not in this version.

The game uses a copy protection scheme that requires the CD to be in the machine to play (or in the downloadable Amazon or Steam versions a running ""game support"" program that validates the game) Some folk are rather put off by this.

In summary, though this is still the core of the game, DON'T BUY THIS VERSION.. buy the full set.&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/SimCity-4-Deluxe-Edition/dp/B0000C0YW2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">SimCity 4 Deluxe Edition</a>&nbsp;or the downloadable version&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/SimCity-4-Deluxe-Edition-Download/dp/B00457VJ3G/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">SimCity 4 Deluxe Edition [Download</a>] (also available via Steam) or as a subset of a box set with other games included&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-SimCity-Box/dp/B0014468XE/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The SimCity Box</a>&nbsp;I have heard there are support problems with the patches on the box set, but don't  have personal experience with it. The downloadable versions should be ""pre-patched"".

Be VERY CAUTIOUS buying a used version from eBay, etc as you MUST have the registration membership in the EA/Maxis web site to update the game with it's patches.. only buy if you can get this membership with its User Name and Password included or certification that the serial number has never been registered... many people have been burned on this matter Even buying ""new"" versions is risky as many are just pirate copies of the game and the registration number will report ""already in use"" even though you ""bought it"" as ""new"". Get the seller to guarantee the version is register-able

Sorry to be so long-winded, but I felt most of this needed to be touched upon. In whatever form you buy it, I recommend immediately taking a look at web sites which have active communities interested in the game. You can happily invest many hundreds of interesting hours in the game if you're willing to invest the time.",This is Simcity 4 only.. Rushhour expansion (or SC4Deluxe) is crucial,1312156800,10,,
1.0,True,"01 25, 2014",A1KOZ4EF62QK8L,B00BGA9YZK,CAM,"I am not able to use it because the PS4 I ordered did not work, so I am not able to give a rating.",Don't Know,1390608000,,{'Format:': ' Video Game'},
1.0,True,"03 4, 2015",A1O8C1MK6B0GAR,B00DHF3BZQ,Nina,Horrible game! Enough said -.-,Don't waste your time...,1425427200,,{'Format:': ' Video Game'},
1.0,False,"01 17, 2011",A184IIH61OWPEM,B000QU1BEI,Muhammad K.,"WOW! what were they thinking when they made this game. I don't mind prophanity in games, but they just use it WAAAAAY too much in this game. The kill scenes are pretty cool, but there are only three or four different scenes, so they do get boring after a while. The graphics are mediocre at best. I wouldn't wish this game on my worst enemy, thats how painful it is.",Takes Crapiness To Another Level,1295222400,,{'Platform:': ' PlayStation 3'},
1.0,True,"08 7, 2015",A1K6S8VAS8XRPI,B00Z7V9P8K,Geeklat,"Do you like the Fast and the Furious? Do you not like playing as Batman? Then this game is for you.  The Batmobile is the Poochie of this game.  Every time I try and do anything it's like the game is pulling a ""We need more batmobile in everything. Whenever the batmobile isn't on the screen people should be asking? 'Hey, Where's the batmobile?'"" Race the batmobile, play World of Tanks with the batmobile, escort this car, transport this person, car chase after this riddler car, figure out some convoluted mechanism to get the batmobile from one roof to another to a ramp to inside a building just to charge up a battery, why fight a group of enemies when you just pull up the batmobile and shoot them all?? Of the 9? boss fights in the game.  Six of them are using the batmobile.

That's right. The interesting bosses/rogues in the Batman universe take a backseat in the Batmobile.  Two that don't are incredibly boring and simple and just have you fighting minions.  One is a little more interesting, but marginally.

The Arkham Knight mystery isn't a mystery.  Other characters are downplayed, and all female characters are fridged.

There's one good element to this game that I don't want to give away for spoilers, but it actually could have just been a DLC.  In fact, that's what this whole game feels like.  A DLC that got stretched out by adding the Batmobile.

Should the batmobile be in a Batman game? Absolutely! Should it be in every facet of the game? Your mileage may very.",Batmobile the Video Game: Guest Starring some guy in a bat suit I guess.,1438905600,7,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
1.0,False,"01 1, 2012",A22A1DM92U9488,B0055A7SUK,Thorgal,"If I could I would give this game 0 stars - or lets stay with 1 star for what IT USED TO BE.
I played 4000+ battles before the latest ""updates"" - it was fun game that I enjoyed. Now what it became:
1)Forget about ""free to play"", ""no monthly fee"" lies - you have a high tier tank (8-10)? - prepare to spend $50+/month for ammo/repairs after each battle - if you don't you can still enjoy your first tank in the game -tier 1 -good luck !!! (Pay for battle is based on your performance and my stats are well above the average player so how come my Jagdtiger cannot make enough money after killing half of the opposite team ??? it used to make much much more but hey - they balanced the game)
2)""Adjustments"" made to the game to ""balance"" it help ""wallet warriors"" even more - you have money for gold ammo (yes in addition to premium acount which is $15/month and premiums tanks that go for up to $80 you can buy gold ammo for EVERY battle)- you win !!!
3)They talked a lot about making the graphics look better - well they do a little bit - still game looks like it has about 8 years not 2.
4)Sound - nothing special - boring...
5)PEOPLE - so many noobs signed up that at least half of your battles will feel like everyone is playing the game for the first time. Other than that many are very rude and offensive.
So if you ready to spend a lot of money for a game that is not worth at this point to be played even for free that go ahead... enjoy !
NOTE to devs - it should work the other way guys - when the game gets old you start giving discounts and make it easier to bring friends to play with you. You don't mess with the game economy so badly that your old players are unable to enjoy the game anymore - shame !!!",Used to be good... review for what it is now.,1325376000,13,,
1.0,False,"01 3, 2009",A1GDD0W9L8LPHZ,B001B8Y0BK,fordgirl70,"This game was a super pack of the one Xbox game that I had already played. The Xbox game was excellent, while this series was sadly disappointing & frustrating. My husband and I opened our own cases and tried to solve them, only for both of us to get stuck. We tried downloading patches that didn't work, following walk-throughs, starting over, and could never even get past the first case (therefore hindering you from going to another case). There were glitches with evidence sometimes showing up, and sometimes not. On one particular game (on one of the two disks we could get to work at all), we could not get the fingerprints to match up, therefore not allowing us to question a suspect correctly. We tried these games on different computers even to make sure it wasn't our desktop. We've come to the conclusion this is just a badly put together game that we couldn't win even with cheats.",Great game idea - low quality construction.,1230940800,2,,
